2021-03-21 17:11:14,1,61661900,-104
2021-03-21 17:11:44,1,61661900,-103
2021-03-21 17:11:55,1,61661900,-100
2021-03-23 16:13:14,1,61661900,-106
2021-03-23 16:13:25,1,61661900,-106
2021-03-23 16:13:35,1,61661900,-95
2021-03-23 16:13:45,1,61661900,-96
2021-03-23 16:13:55,1,61661900,-98
2021-03-23 16:14:05,1,61661900,-90
2021-03-23 16:14:15,1,61661900,-88
2021-03-23 16:14:25,1,61661900,-92
2021-03-23 16:14:36,1,61661900,-92
2021-03-23 16:14:46,1,61661900,-94
2021-03-23 16:14:56,1,61661900,-95
2021-03-23 16:15:06,1,61661900,-98
2021-03-23 16:15:17,1,61661900,-102
2021-03-23 16:15:27,1,61661900,-102
2021-03-23 16:15:37,1,61661900,-105
2021-03-23 16:16:19,1,61661900,-99
2021-03-23 16:16:40,1,61661900,-102
2021-03-23 16:16:50,1,61661900,-98
2021-03-23 16:17:01,1,61661900,-94
2021-03-23 16:17:11,1,61661900,-95
2021-03-23 16:17:22,1,61661900,-97
2021-03-23 16:17:32,1,61661900,-96
2021-03-23 16:17:43,1,61661900,-94
2021-03-23 16:17:54,1,61661900,-97
2021-03-23 16:18:04,1,61661900,-97
2021-03-23 16:18:15,1,61661900,-96
2021-03-23 16:18:25,1,61661900,-96
2021-03-23 16:18:36,1,61661900,-96
2021-03-23 16:18:46,1,61661900,-97
2021-03-23 16:18:57,1,61661900,-95
2021-03-23 16:19:07,1,61661900,-94
2021-03-23 16:19:18,1,61661900,-95
2021-03-23 16:19:29,1,61661900,-95
2021-03-23 16:19:39,1,61661900,-96
2021-03-23 16:19:50,1,61661900,-96
2021-03-23 16:20:00,1,61661900,-96
2021-03-23 16:20:11,1,61661900,-98
2021-03-23 16:20:22,1,61661900,-103
2021-03-23 16:20:43,1,61661900,-104
2021-03-23 16:20:53,1,61661900,-108
2021-03-23 16:21:04,1,61661900,-104
2021-03-23 16:21:15,1,61661900,-103
2021-03-23 16:21:25,1,61661900,-101
2021-03-23 16:22:08,1,61661900,-106
2021-03-23 16:28:18,1,61661900,-103
2021-03-23 16:28:28,1,61661900,-104
2021-03-23 16:28:39,1,61661900,-101
2021-03-23 16:28:49,1,61661900,-105
2021-03-23 16:29:00,1,61661900,-96
2021-03-23 16:29:10,1,61661900,-84
2021-03-23 16:29:21,1,61661900,-87
2021-03-23 16:29:32,1,61661900,-80
2021-03-23 16:29:42,1,61661900,-93
2021-03-23 16:29:53,1,61661900,-91
2021-03-23 16:30:03,1,61661900,-107
2021-03-23 16:30:14,1,61661900,-90
2021-03-23 16:30:24,1,61661900,-78
2021-03-23 16:30:35,1,61661900,-89
2021-03-23 16:30:45,1,61661900,-95
2021-03-23 16:30:56,1,61661900,-94
2021-03-23 16:31:06,1,61661900,-96
2021-03-23 16:31:17,1,61661900,-90
2021-03-23 16:31:27,1,61661900,-96
2021-03-23 16:31:38,1,61661900,-92
2021-03-23 16:31:48,1,61661900,-102
2021-03-23 16:31:59,1,61661900,-92
2021-03-23 16:32:09,1,61661900,-100
2021-03-23 16:32:20,1,61661900,-92
2021-03-23 16:32:51,1,61661900,-94
2021-03-23 16:33:02,1,61661900,-98
2021-03-23 16:33:12,1,61661900,-98
2021-03-23 16:33:23,1,61661900,-107
2021-03-23 16:33:44,1,61661900,-109
2021-03-23 16:34:05,1,61661900,-107
2021-03-23 16:34:58,1,61661900,-107
2021-03-23 16:35:19,1,61661900,-108
2021-03-23 16:35:29,1,61661900,-104
2021-03-23 16:36:01,1,61661900,-107
2021-03-23 16:36:12,1,61661900,-103
2021-03-23 16:36:22,1,61661900,-104
2021-03-23 16:37:15,1,61661900,-106
2021-03-23 16:54:12,1,61661900,-106
2021-03-23 16:55:15,1,61661900,-103
2021-03-23 16:55:26,1,61661900,-97
2021-03-23 16:55:36,1,61661900,-102
2021-03-23 16:55:47,1,61661900,-92
2021-03-23 16:55:58,1,61661900,-99
2021-03-23 16:56:08,1,61661900,-98
2021-03-23 16:56:19,1,61661900,-95
2021-03-23 16:56:29,1,61661900,-92
2021-03-23 16:56:40,1,61661900,-89
2021-03-23 16:57:01,1,61661900,-96
2021-03-23 16:57:12,1,61661900,-87
2021-03-23 16:57:33,1,61661900,-104
2021-03-23 16:58:05,1,61661900,-103
2021-03-23 16:58:26,1,61661900,-100
2021-03-23 16:58:37,1,61661900,-99
2021-03-26 11:19:46,1,61661900,-89
2021-03-26 11:19:57,1,61661900,-98
2021-03-26 11:20:07,1,61661900,-98
2021-03-26 11:20:18,1,61661900,-97
2021-03-26 11:20:28,1,61661900,-102
2021-03-26 11:20:39,1,61661900,-101
2021-03-26 11:20:50,1,61661900,-94
2021-03-26 11:21:00,1,61661900,-88
2021-03-26 11:21:11,1,61661900,-88
2021-03-26 11:21:21,1,61661900,-90
2021-03-26 11:21:32,1,61661900,-89
2021-03-26 11:21:43,1,61661900,-88
2021-03-26 11:21:53,1,61661900,-90
2021-03-26 11:22:04,1,61661900,-87
2021-03-26 11:22:14,1,61661900,-87
2021-03-26 11:22:25,1,61661900,-102
2021-03-26 11:22:35,1,61661900,-99
2021-03-26 11:22:46,1,61661900,-101
2021-03-26 11:22:57,1,61661900,-98
2021-03-26 11:23:07,1,61661900,-99
2021-03-26 11:23:18,1,61661900,-94
2021-03-26 11:23:28,1,61661900,-95
2021-03-26 11:23:39,1,61661900,-96
2021-03-26 11:23:49,1,61661900,-91
2021-03-26 11:23:59,1,61661900,-83
2021-03-26 11:24:20,1,61661900,-87
2021-03-26 11:24:31,1,61661900,-89
2021-03-26 11:24:41,1,61661900,-89
2021-03-26 11:24:52,1,61661900,-88
2021-03-26 11:25:02,1,61661900,-87
2021-03-26 11:25:13,1,61661900,-92
2021-03-26 11:25:23,1,61661900,-96
2021-03-26 11:25:34,1,61661900,-86
2021-03-26 11:25:44,1,61661900,-84
2021-03-26 11:25:55,1,61661900,-80
2021-03-26 11:26:05,1,61661900,-74
2021-03-26 11:26:16,1,61661900,-64
2021-03-26 11:26:27,1,61661900,-66
2021-03-26 11:26:37,1,61661900,-74
2021-03-26 11:26:48,1,61661900,-68
2021-03-26 11:26:58,1,61661900,-68
2021-03-26 11:27:09,1,61661900,-82
2021-03-26 11:27:19,1,61661900,-72
2021-03-26 11:27:30,1,61661900,-80
2021-03-26 11:27:41,1,61661900,-92
2021-03-26 11:27:51,1,61661900,-82
2021-03-26 11:28:02,1,61661900,-75
2021-03-26 11:28:13,1,61661900,-79
2021-03-26 11:28:23,1,61661900,-96
2021-03-26 11:28:34,1,61661900,-80
2021-03-26 11:28:45,1,61661900,-92
2021-03-26 11:28:55,1,61661900,-83
2021-03-26 11:29:06,1,61661900,-74
2021-03-26 11:29:17,1,61661900,-62
2021-03-26 11:29:27,1,61661900,-64
2021-03-26 11:29:38,1,61661900,-76
2021-03-26 11:29:49,1,61661900,-72
2021-03-26 11:29:59,1,61661900,-83
2021-03-26 11:30:10,1,61661900,-81
2021-03-26 11:30:21,1,61661900,-79
2021-03-26 11:30:31,1,61661900,-74
2021-03-26 11:30:42,1,61661900,-80
2021-03-26 11:30:53,1,61661900,-79
2021-03-26 11:31:03,1,61661900,-73
2021-03-26 11:31:14,1,61661900,-91
2021-03-26 11:31:25,1,61661900,-78
2021-03-26 11:31:35,1,61661900,-86
2021-03-26 11:31:46,1,61661900,-88
2021-03-26 11:31:57,1,61661900,-86
2021-03-26 11:32:07,1,61661900,-90
2021-03-26 11:32:18,1,61661900,-84
2021-03-26 11:32:29,1,61661900,-93
2021-03-26 11:32:40,1,61661900,-78
2021-03-26 11:32:50,1,61661900,-71
2021-03-26 11:33:01,1,61661900,-68
2021-03-26 11:33:12,1,61661900,-63
